Cidade,Ano,Mês,y_true,yhat_xgb,data_ref
Jussara,2024,4,6234.26,2603.9436,2024-04-01
Rio Verde,2024,4,48538.479999999996,28064.998,2024-04-01
Arenópolis,2024,4,601.95,377.27393,2024-04-01
Sanclerlândia,2024,4,2705.5,320.58453,2024-04-01
Avelinópolis,2024,4,280.12,341.89246,2024-04-01
Urutaí,2024,4,2692.25,153.10387,2024-04-01
Abadiânia,2024,4,3175.58,1120.1438,2024-04-01
Formosa,2024,4,10384.42,10701.468,2024-04-01
São João da Paraúna,2024,4,454.27,448.5199,2024-04-01
Palmeiras de Goiás,2024,4,9556.57,3792.4658,2024-04-01
Flores de Goiás,2024,4,753.44,1018.0652,2024-04-01
Palmelo,2024,4,547.87,93.68915,2024-04-01
Cavalcante,2024,4,147.51,1995.7964,2024-04-01
Aurilândia,2024,4,451.08,616.00055,2024-04-01
Aparecida de Goiânia,2024,4,55370.06,29199.611,2024-04-01
Lagoa Santa,2024,4,313.03,-336.96906,2024-04-01
Santa Helena de Goiás,2024,4,6439.83,3020.0505,2024-04-01
Cachoeira Alta,2024,4,1694.64,329.42346,2024-04-01
Crixás,2024,4,1899.47,1715.5255,2024-04-01
Santo Antônio de Goiás,2024,4,2540.57,577.0373,2024-04-01
Cocalzinho de Goiás,2024,4,2987.22,1120.1438,2024-04-01
Mossâmedes,2024,4,1020.23,330.90582,2024-04-01
Itumbiara,2024,4,30071.530000000002,13350.586,2024-04-01
Terezópolis de Goiás,2024,4,623.95,577.0373,2024-04-01
Pontalina,2024,4,5892.96,2365.3083,2024-04-01
Aporé,2024,4,435.39,37.45071,2024-04-01
Caldas Novas,2024,4,64062.22,34083.414,2024-04-01
Itaguaru,2024,4,842.34,261.16983,2024-04-01
Alvorada do Norte,2024,4,619.6,625.2683,2024-04-01
Itaguari,2024,4,1106.34,577.0373,2024-04-01
Caldas Novas,2024,4,63270.72,34083.414,2024-04-01
Mozarlândia,2024,4,3575.7799999999997,4371.7715,2024-04-01
Itaberaí,2024,4,11533.98,3297.7056,2024-04-01
Campinaçu,2024,4,316.32,3063.1213,2024-04-01
Serranópolis,2024,4,964.86,37.45071,2024-04-01
Brazabrantes,2024,4,693.2,507.30127,2024-04-01
Campinorte,2024,4,1993.42,2733.046,2024-04-01
São Francisco de Goiás,2024,4,871.72,320.58453,2024-04-01
Trindade,2024,4,16250.1,16331.164,2024-04-01
Israelândia,2024,4,742.32,250.84853,2024-04-01
Mutunópolis,2024,4,479.27,542.6827,2024-04-01
Nova Iguaçu de Goiás,2024,4,516.28,329.6543,2024-04-01
Alexânia,2024,4,3593.2400000000002,1089.6782,2024-04-01
Nazário,2024,4,1627.98,815.45996,2024-04-01
Iporá,2024,4,6644.88,3889.964,2024-04-01
Amaralina,2024,4,250.5,377.27393,2024-04-01
Ivolândia,2024,4,586.34,377.27393,2024-04-01
Mundo Novo,2024,4,817.83,625.2683,2024-04-01
Quirinópolis,2024,4,10825.24,6219.002,2024-04-01
Porangatu,2024,4,11942.17,5692.257,2024-04-01
Morro Agudo de Goiás,2024,4,264.16,473.23816,2024-04-01
Itauçu,2024,4,1163.52,320.58453,2024-04-01
Moiporá,2024,4,332.52,473.23816,2024-04-01
Itarumã,2024,4,1751.23,625.2683,2024-04-01
Sítio D'Abadia,2024,4,173.12,625.2683,2024-04-01
Montes Claros de Goiás,2024,4,2107.01,1219.8187,2024-04-01
Buriti Alegre,2024,4,2683.5299999999997,2396.7642,2024-04-01
Buriti de Goiás,2024,4,777.35,507.30127,2024-04-01
Caldazinha,2024,4,748.09,616.00055,2024-04-01
Montividiu,2024,4,3435.75,1051.1514,2024-04-01
São Simão,2024,4,3711.25,491.53937,2024-04-01
Taquaral de Goiás,2024,4,673.3000000000001,341.89246,2024-04-01
Aloândia,2024,4,521.16,2236.7454,2024-04-01
Britânia,2024,4,3139.0,3810.2148,2024-04-01
Itapuranga,2024,4,4722.45,1384.0408,2024-04-01
Silvânia,2024,4,6401.41,2796.686,2024-04-01
Teresina de Goiás,2024,4,251.84,250.84853,2024-04-01
Itapirapuã,2024,4,1591.67,496.31473,2024-04-01
Cristalina,2024,4,9925.7,7233.144,2024-04-01
Posse,2024,4,2692.55,1095.2078,2024-04-01
Mineiros,2024,4,23903.24,8430.475,2024-04-01
Professor Jamil,2024,4,797.44,153.82559,2024-04-01
Morrinhos,2024,4,12038.05,6454.075,2024-04-01
Campestre de Goiás,2024,4,947.8399999999999,250.84853,2024-04-01
Itapaci,2024,4,8747.49,2720.1116,2024-04-01
Buritinópolis,2024,4,108.0,866.11975,2024-04-01
Itajá,2024,4,735.8,-210.54361,2024-04-01
Montividiu do Norte,2024,4,172.63,225.6099,2024-04-01
Anápolis,2024,4,51437.01,29862.201,2024-04-01
Santo Antônio do Descoberto,2024,4,1496.25,1384.0408,2024-04-01
Três Ranchos,2024,4,1276.61,416.25732,2024-04-01
Niquelândia,2024,4,7483.1,2705.7566,2024-04-01
Turvelândia,2024,4,526.88,1646.2231,2024-04-01
Nova Crixás,2024,4,2194.03,954.7349,2024-04-01
Inaciolândia,2024,4,1539.1499999999999,257.7343,2024-04-01
São Patrício,2024,4,258.73,341.89246,2024-04-01
Heitoraí,2024,4,926.47,341.89246,2024-04-01
Cidade Ocidental,2024,4,3508.86,2179.392,2024-04-01
Anicuns,2024,4,2230.88,1342.5334,2024-04-01
Adelândia,2024,4,498.94000000000005,341.89246,2024-04-01
Maurilândia,2024,4,1101.53,320.58453,2024-04-01
Luziânia,2024,4,18361.54,4466.114,2024-04-01
Jaraguá,2024,4,6577.79,2796.686,2024-04-01
Rianápolis,2024,4,908.06,564.28204,2024-04-01
Hidrolândia,2024,4,7110.68,2629.2053,2024-04-01
Jataí,2024,4,21584.64,12639.359,2024-04-01
Planaltina,2024,4,2847.91,2309.5808,2024-04-01
Bonfinópolis,2024,4,994.86,411.62848,2024-04-01
Campos Belos,2024,4,1367.32,390.16748,2024-04-01
Águas Lindas de Goiás,2024,4,3620.28,2071.4695,2024-04-01
Nerópolis,2024,4,4169.15,2260.1145,2024-04-01
Jandaia,2024,4,1610.11,1742.049,2024-04-01
Campo Limpo de Goiás,2024,4,2066.88,481.21143,2024-04-01
Nova Aurora,2024,4,356.01,250.84853,2024-04-01
Indiara,2024,4,2339.11,1216.56,2024-04-01
Minaçu,2024,4,4733.1,3474.4321,2024-04-01
Bonópolis,2024,4,1959.3500000000001,625.2683,2024-04-01
Ipameri,2024,4,4245.26,3970.9497,2024-04-01
Santa Bárbara de Goiás,2024,4,913.73,411.62848,2024-04-01
Bom Jardim de Goiás,2024,4,1418.45,625.2683,2024-04-01
Santa Fé de Goiás,2024,4,1206.94,660.37244,2024-04-01
Aragoiânia,2024,4,2135.35,646.6203,2024-04-01
Campos Verdes,2024,4,636.3,129.17111,2024-04-01
Cromínia,2024,4,1232.26,250.84853,2024-04-01
Guarinos,2024,4,111.78999999999999,610.4069,2024-04-01
Nova Glória,2024,4,1454.21,618.6563,2024-04-01
Senador Canedo,2024,4,17389.12,9152.983,2024-04-01
Campo Alegre de Goiás,2024,4,6214.910000000001,591.9199,2024-04-01
Santa Isabel,2024,5,451.78,152.64565,2024-05-01
Aloândia,2024,5,575.16,2418.6409,2024-05-01
São Miguel do Araguaia,2024,5,6248.17,4118.5674,2024-05-01
Turvelândia,2024,5,567.4,1662.71,2024-05-01
Turvânia,2024,5,986.5799999999999,139.02129,2024-05-01
Adelândia,2024,5,545.34,523.788,2024-05-01
Santo Antônio de Goiás,2024,5,2614.53,593.52405,2024-05-01
Abadia de Goiás,2024,5,4860.05,2574.6765,2024-05-01
Santa Helena de Goiás,2024,5,6819.68,7599.816,2024-05-01
Uirapuru,2024,5,266.33,2431.215,2024-05-01
Água Limpa,2024,5,289.21,267.33527,2024-05-01
Taquaral de Goiás,2024,5,701.3000000000001,358.3792,2024-05-01
São Miguel do Passa Quatro,2024,5,1925.93,139.02129,2024-05-01
Águas Lindas de Goiás,2024,5,3929.4700000000003,5206.2407,2024-05-01
Vicentinópolis,2024,5,1737.47,572.0631,2024-05-01
São Simão,2024,5,4006.31,1920.6711,2024-05-01
Silvânia,2024,5,6546.07,2073.4683,2024-05-01
Santa Cruz de Goiás,2024,5,1210.1100000000001,512.80145,2024-05-01
Uruaçu,2024,5,10174.1,6023.117,2024-05-01
Acreúna,2024,5,4360.43,2813.1726,2024-05-01
Senador Canedo,2024,5,18117.62,7903.424,2024-05-01
Amaralina,2024,5,273.9,393.76068,2024-05-01
Alto Paraíso de Goiás,2024,5,840.4,498.42123,2024-05-01
Santa Terezinha de Goiás,2024,5,1412.6399999999999,706.95105,2024-05-01
Sanclerlândia,2024,5,2792.3,502.4801,2024-05-01
Trindade,2024,5,17175.94,13378.106,2024-05-01
São Francisco de Goiás,2024,5,909.64,337.0713,2024-05-01
Amorinópolis,2024,5,709.95,267.33527,2024-05-01
Santa Fé de Goiás,2024,5,1478.7,2254.9128,2024-05-01
Trombas,2024,5,530.35,273.56647,2024-05-01
Urutaí,2024,5,3397.25,3616.109,2024-05-01
Abadiânia,2024,5,3295.7599999999998,823.89075,2024-05-01
Serranópolis,2024,5,1065.86,219.34622,2024-05-01
Vianópolis,2024,5,5340.12,3295.7627,2024-05-01
São João da Paraúna,2024,5,464.27,632.4873,2024-05-01
Alvorada do Norte,2024,5,641.86,641.75507,2024-05-01
Santo Antônio do Descoberto,2024,5,1643.97,2073.4683,2024-05-01
Uruana,2024,5,2826.67,259.0979,2024-05-01
Anicuns,2024,5,2296.18,938.58044,2024-05-01
Varjão,2024,5,694.42,267.33527,2024-05-01
Santo Antônio da Barra,2024,5,1271.6399999999999,436.09955,2024-05-01
Terezópolis de Goiás,2024,5,631.95,428.1153,2024-05-01
Anápolis,2024,5,52831.71,28997.646,2024-05-01
Santa Bárbara de Goiás,2024,5,988.65,395.474,2024-05-01
Alto Horizonte,2024,5,1388.92,502.4801,2024-05-01
Três Ranchos,2024,5,1332.95,432.74414,2024-05-01
Americano do Brasil,2024,5,1282.37,523.788,2024-05-01
Santa Rita do Novo Destino,2024,5,185.6,-90.813736,2024-05-01
Alexânia,2024,5,4014.11,3414.0378,2024-05-01
Santa Tereza de Goiás,2024,5,423.85,283.1861,2024-05-01
Bonópolis,2024,5,1978.31,641.75507,2024-05-01
Moiporá,2024,5,336.44,267.33527,2024-05-01
Caçu,2024,5,2789.19,1961.458,2024-05-01
Fazenda Nova,2024,5,885.37,337.0713,2024-05-01
Hidrolândia,2024,5,7451.52,3708.4004,2024-05-01
Edéia,2024,5,3448.9100000000003,1255.3251,2024-05-01
Ceres,2024,5,5560.28,2286.793,2024-05-01
Flores de Goiás,2024,5,772.09,1202.0327,2024-05-01
Lagoa Santa,2024,5,335.73,-320.48233,2024-05-01
Cidade Ocidental,2024,5,3544.64,1159.4796,2024-05-01
Cristalina,2024,5,10335.28,7249.6304,2024-05-01
Itapirapuã,2024,5,1683.64,512.80145,2024-05-01
Matrinchã,2024,5,2102.62,494.42407,2024-05-01
Córrego do Ouro,2024,5,711.86,267.33527,2024-05-01
Mozarlândia,2024,5,3734.3,2701.7295,2024-05-01
Campestre de Goiás,2024,5,968.8399999999999,267.33527,2024-05-01
Inaciolândia,2024,5,1596.78,-267.2036,2024-05-01
Planaltina,2024,5,4590.39,10324.282,2024-05-01
Itapaci,2024,5,8829.85,1160.9702,2024-05-01
Marzagão,2024,5,432.71,24.73721,2024-05-01
Nova América,2024,5,241.65,580.7688,2024-05-01
Goianápolis,2024,5,1842.55,465.05695,2024-05-01
Pires do Rio,2024,5,8837.38,2935.5833,2024-05-01
Palestina de Goiás,2024,5,589.8000000000001,2552.8928,2024-05-01
Araguapaz,2024,5,1489.2,-40.869404,2024-05-01
Aragoiânia,2024,5,2217.13,663.10706,2024-05-01
Mossâmedes,2024,5,1028.23,149.34259,2024-05-01
Nova Crixás,2024,5,2384.21,2549.2756,2024-05-01
Ouvidor,2024,5,1232.74,6009.0415,2024-05-01
Morro Agudo de Goiás,2024,5,282.64,152.64565,2024-05-01
Itarumã,2024,5,1861.95,609.1138,2024-05-01
Goianésia,2024,5,13730.88,4010.484,2024-05-01
Hidrolina,2024,5,519.76,842.28174,2024-05-01
Caldazinha,2024,5,771.54,632.4873,2024-05-01
Castelândia,2024,5,1047.85,-66.30673,2024-05-01
Bonfinópolis,2024,5,1082.82,395.474,2024-05-01
Porteirão,2024,5,796.39,1651.9807,2024-05-01
Castelândia,2024,5,1070.8,-66.30673,2024-05-01
Jussara,2024,5,6334.1,895.04517,2024-05-01
Corumbá de Goiás,2024,5,3677.06,641.75507,2024-05-01
Baliza,2024,5,225.78,279.07098,2024-05-01
Padre Bernardo,2024,5,3213.99,3892.2712,2024-05-01
Gameleira de Goiás,2024,5,1498.75,304.43005,2024-05-01
Porangatu,2024,5,12485.05,6966.691,2024-05-01
Chapadão do Céu,2024,5,2182.0,938.58044,2024-05-01
Britânia,2024,5,3188.2999999999997,938.58044,2024-05-01
Itapuranga,2024,5,4819.68,1087.7878,2024-05-01
Campos Belos,2024,5,1469.22,572.0631,2024-05-01
Pontalina,2024,5,6068.52,2316.1584,2024-05-01
Avelinópolis,2024,5,286.12,358.3792,2024-05-01
Palmeiras de Goiás,2024,5,9736.01,5155.96,2024-05-01
Firminópolis,2024,5,3117.2200000000003,807.1638,2024-05-01
Itaguaru,2024,5,944.14,443.0654,2024-05-01
Niquelândia,2024,5,7857.52,6403.833,2024-05-01
Jataí,2024,5,22177.84,12227.894,2024-05-01
Piracanjuba,2024,5,6023.63,1779.1056,2024-05-01
